siren,dep
241800408,18
241800424,18
241800432,18
241800440,18
241800457,18
241800465,18
241800473,18
241800507,18
241800515,18
241800523,18
241800531,18
243600236,18
245804562,18
200018356,19
200018364,19
200043164,19
200043172,19
241900109,19
241900133,19
241927201,19
241927235,19
241927243,19
241927250,19
241927268,19
241927276,19
241927284,19
241927292,19
241927300,19
241927318,19
241927326,19
241927334,19
241927342,19
241927359,19
241927367,19
241927375,19
241927383,19
241927391,19
241927409,19
241927417,19
241927425,19
242309003,19
248700189,19
200000925,21
200006047,21
200006682,21
200017994,21
200018158,21
200039055,21
200039063,21
242100030,21
242100154,21
242100345,21
242100410,21
242100493,21
242100501,21
242100519,21
242101285,21
242101301,21
242101335,21
242101343,21
242101350,21
242101368,21
242101376,21
242101384,21
242101392,21
242101400,21
242101418,21
242101426,21
242101434,21
242101442,21
242101459,21
242101467,21
242101475,21
242101483,21
242101491,21
242101509,21
200035699,22
200035780,22
200040665,22
200042471,22
200043255,22
200048775,22
242200053,22
242200517,22
242200533,22
242200566,22
242200574,22
242200582,22
242200590,22
242200608,22
242200616,22
242200624,22
242200632,22
242200640,22
242200657,22
242200665,22
242200673,22
242200681,22
242200699,22
242200707,22
242200715,22
242200723,22
242200731,22
242200749,22
242200764,22
242200772,22
242200780,22
242200798,22
242200806,22
242200822,22
242200830,22
242200848,22
242200855,22
242214294,22
242214344,22
242214393,22
242214427,22
242214435,22
242214443,22
242214450,22
242900744,22
243500725,22
245614433,22
200034825,23
200041556,23
200044014,23
242300101,23
242300127,23
242300135,23
242303139,23
242309607,23
242313609,23
242320000,23
242320018,23
242320026,23
242320034,23
242320059,23
242320067,23
242320075,23
242320083,23
242320091,23
242320109,23
242320117,23
200006963,24
200027217,24
200034197,24
200034817,24
200034833,24
200040095,24
200040384,24
200040392,24
200040400,24
200040616,24
200040830,24
200040889,24
200041051,24
200041150,24
200041168,24
200041176,24
200041440,24
200041564,24
200041572,24
242400596,24
242400604,24
242400620,24
242400646,24
242400661,24
242400679,24
242400711,24
242400745,24
242400752,24
242400778,24
242400786,24
242400794,24
242400810,24
242400828,24
242400836,24
242400851,24
242400869,24
242400877,24
242400885,24
242400893,24
242400901,24
242400919,24
242400935,24
242400943,24
242400968,24
242400992,24
242401008,24
242401016,24
242401024,24
242401032,24
242401040,24
242401057,24
242401065,24
242401081,24
242401099,24
242401107,24
242401115,24
242401123,24
242401131,24
242401149,24
242401156,24
242401172,24
242401180,24
242401198,24
242401206,24
242401214,24
242401222,24
242401230,24
242401248,24
242401255,24
242401271,24
242401289,24
242401305,24
243301371,24
243301454,24
200019008,25
200023075,25
200035228,25
200038982,25
200041887,25
242500320,25
242500338,25
242500361,25
242500379,25
242500619,25
242500668,25
242503886,25
242504116,25
242504181,25
242504207,25
242504215,25
242504272,25
242504280,25
242504330,25
242504348,25
242504355,25
242504363,25
242504371,25
242504389,25
242504397,25
242504413,25
242504421,25
242504439,25
242504447,25
242504454,25
242504462,25
242504470,25
242504488,25
242504496,25
242504504,25
247000714,25
200022762,26
200022911,26
200025161,26
200035723,26
200040459,26
200040483,26
200040509,26
200040681,26
200042901,26
242600252,26
242600401,26
242600450,26
242600468,26
242600492,26
242600526,26
242600534,26
242600542,26
242600559,26
242600567,26
242600575,26
242600583,26
242600591,26
242600609,26
242600633,26
242600641,26
242600658,26
242600666,26
242600690,26
248400335,26
200006286,27
200035665,27
200040277,27
200041671,27
242700276,27
242700284,27
242700292,27
242700318,27
242700326,27
242700334,27
242700359,27
242700367,27
242700375,27
242700383,27
242700391,27
242700409,27
242700417,27
242700425,27
242700433,27
242700441,27
242700458,27
242700466,27
242700474,27
242700482,27
242700490,27
242700508,27
242700516,27
242700524,27
242700557,27
242700565,27
242700573,27
242700581,27
242700599,27
242700607,27
242700615,27
242700623,27
242700631,27
242700649,27
242700656,27
242852523,27
247600695,27
200006971,28
200026334,28
200033181,28
200058360,28
242800191,28
242800217,28
242800274,28
242800290,28
242852309,28
242852408,28
242852416,28
242852424,28
242852432,28
242852440,28
242852457,28
242852465,28
242852473,28
242852481,28
242852499,28
242852507,28
242852515,28
242852531,28
242852549,28
242852556,28
242852564,28
242852572,28
242852580,28
242852598,28
242852606,28
242852614,28
242852630,28
247800550,28
242900074,29
242900314,29
242900553,29
242900561,29
242900629,29
242900637,29
242900645,29
242900652,29
242900660,29
242900694,29
242900702,29
242900710,29
242900728,29
242900736,29
242900751,29
242900769,29
242900777,29
242900785,29
242900793,29
242900801,29
242900827,29
242900835,29
242913309,29
242913317,29
242913325,29
200038958,2A
200040764,2A
200040871,2A
200042596,2A
242000495,2A
242000503,2A
242010015,2A
242010023,2A
242010056,2A
242010072,2A
242010098,2A
242010130,2A
200000743,2B
200015162,2B
200033827,2B
200034205,2B
200035251,2B
200036051,2B
200036499,2B
200042422,2B
200042430,2B
200042919,2B
200042943,2B
200049419,2B
242000354,2B
242000479,2B
242000487,2B
242000537,2B
242020071,2B
242020097,2B
242020105,2B
242020113,2B
242020121,2B
242020139,2B
200022978,30
200034379,30
200034411,30
200034601,30
200034692,30
200035152,30
243000262,30
243000270,30
243000288,30
243000296,30
243000304,30
243000379,30
243000445,30
243000452,30
243000486,30
243000528,30
243000536,30
243000544,30
243000551,30
243000569,30
243000585,30
243000593,30
243000619,30
243000627,30
243000635,30
243000643,30
243000650,30
243000668,30
243000676,30
243000684,30
243000726,30
243000734,30
243000742,30
243000759,30
243000767,30
243000775,30
243000783,30
243000809,30
243400736,30
248400251,30
200000354,31
200000719,31
200001105,31
200009611,31
200017408,31
200023547,31
200023554,31
200023620,31
200026722,31
200034023,31
200034957,31
243100179,31
243100377,31
243100518,31
243100542,31
243100609,31
243100633,31
243100641,31
243100658,31
243100682,31
243100690,31
243100708,31
243100716,31
243100724,31
243100732,31
243100765,31
243100773,31
243100781,31
243100799,31
243100815,31
243100849,31
243100856,31
243100864,31
243100872,31
243100880,31
243100898,31
248100521,31
200018141,32
200023620,32
200030435,32
200034726,32
200035632,32
200035756,32
200042372,32
243200300,32
243200334,32
243200359,32
243200391,32
243200409,32
243200417,32
243200425,32
243200441,32
243200458,32
243200466,32
243200474,32
243200482,32
243200490,32
243200508,32
243200516,32
243200524,32
243200532,32
243200540,32
243200557,32
243200565,32
243200573,32
243200599,32
243200607,32
243200623,32
243200631,32
248200016,32
200000446,33
200023794,33
200027068,33
200033520,33
200035533,33
200043974,33
200043982,33
200044394,33
243300316,33
243300563,33
243300738,33
243300795,33
243300811,33
243300829,33
243300837,33
243300894,33
243301116,33
243301124,33
243301140,33
243301165,33
243301173,33
243301181,33
243301215,33
243301223,33
243301231,33
243301249,33
243301256,33
243301264,33
243301272,33
243301280,33
243301298,33
243301306,33
243301314,33
243301322,33
243301330,33
243301355,33
243301389,33
243301397,33
243301405,33
243301413,33
243301421,33
243301439,33
243301447,33
243301454,33
243301462,33
243301470,33
243301488,33
243301504,33
243301512,33
243301520,33
243301538,33
243301546,33
243301553,33
200000610,34
200017341,34
200022986,34
200033538,34
200042646,34
200042653,34
243400017,34
243400355,34
243400389,34
243400397,34
243400405,34
243400413,34
243400454,34
243400470,34
243400488,34
243400512,34
243400520,34
243400538,34
243400546,34
243400553,34
243400561,34
243400603,34
243400611,34
243400629,34
243400637,34
243400678,34
243400686,34
243400694,34
243400710,34
243400728,34
243400751,34
243400769,34
243400777,34
243400793,34
243400819,34
243400827,34
200038990,35
200039022,35
200043990,35
243500139,35
243500147,35
243500485,35
243500493,35
243500501,35
243500535,35
243500543,35
243500550,35
243500568,35
243500576,35
243500584,35
243500592,35
243500600,35
243500618,35
243500626,35
243500634,35
243500642,35
243500659,35
243500667,35
243500675,35
243500683,35
243500691,35
243500709,35
243500733,35
243500741,35
243500774,35
243500782,35
243500808,35
200001006,36
200007052,36
200017978,36
200018521,36
200035137,36
200035848,36
200040558,36
243600202,36
243600210,36
243600228,36
243600244,36
243600269,36
243600285,36
243600293,36
243600301,36
243600319,36
243600327,36
243600343,36
243600350,36
243600368,36
200043065,37
200043081,37
243700176,37
243700184,37
243700390,37
243700432,37
243700465,37
243700499,37
243700663,37
243700697,37
243700713,37
243700747,37
243700754,37
243700762,37
243700770,37
243700788,37
243700796,37
243700804,37
243700812,37
243700820,37
243700861,37
243700879,37
243700887,37
243700895,37
243700911,37
243700929,37
200012037,38
200018166,38
200030617,38
200030658,38
200035269,38
200040111,38
200040657,38
200040715,38
200040723,38
200041028,38
200059392,38
243800075,38
243800083,38
243800091,38
243800372,38
243800455,38
243800497,38
243800604,38
243800612,38
243800745,38
243800778,38
243800844,38
243800877,38
243800893,38
243800901,38
243800927,38
243800935,38
243800943,38
243800950,38
243800968,38
243800976,38
243800984,38
243800992,38
243801008,38
243801016,38
243801024,38
243801057,38
243801065,38
243801073,38
243801099,38
243801123,38
243801131,38
243801149,38
243801198,38
243801206,38
243801214,38
243801222,38
243801248,38
243801255,38
243801263,38
243801297,38
247300510,38
200006872,39
200010650,39
200012060,39
200026482,39
200026573,39
243900305,39
243900339,39
243900347,39
243900354,39
243900388,39
243900396,39
243900412,39
243900420,39
243900461,39
243900479,39
243900560,39
243900610,39
243900669,39
243900719,39
243900768,39
243900818,39
243900917,39
243900974,39
243900990,39
243901014,39
243901048,39
243901055,39
243901071,39
243901089,39
243901105,39
243901113,39
200035541,40
244000543,40
244000576,40
244000592,40
244000642,40
244000659,40
244000667,40
244000675,40
244000691,40
244000709,40
244000717,40
244000741,40
244000758,40
244000766,40
244000774,40
244000782,40
244000790,40
244000808,40
244000816,40
244000824,40
244000832,40
244000840,40
244000857,40
244000865,40
244000873,40
244000881,40
200000800,41
200001519,41
200005577,41
200006989,41
200018406,41
200030385,41
200040772,41
200040780,41
200040863,41
200055481,41
244100251,41
244100269,41
244100293,41
244100301,41
244100632,41
244100665,41
244100673,41
244100681,41
244100699,41
244100707,41
244100715,41
244100723,41
244100731,41
244100756,41
244100764,41
244100772,41
244100780,41
244100798,41
244100806,41
200035202,42
200035731,42
244200341,42
244200598,42
244200606,42
244200614,42
244200622,42
244200630,42
244200648,42
244200655,42
244200663,42
244200671,42
244200713,42
244200721,42
244200739,42
244200762,42
244200770,42
244200796,42
244200812,42
244200820,42
244200838,42
244200846,42
244200853,42
244200895,42
244300018,43
244300208,43
244300216,43
244300224,43
244300232,43
244300240,43
244300265,43
244300299,43
244300307,43
244300315,43
244301016,43
244301032,43
244301057,43
244301065,43
244301073,43
244301099,43
244301107,43
244301115,43
244301123,43
244301131,43
244301149,43
200000438,44
244400404,44
244400420,44
244400438,44
244400446,44
244400453,44
244400487,44
244400495,44
244400503,44
244400511,44
244400529,44
244400537,44
244400545,44
244400552,44
244400578,44
244400586,44
244400610,44
244400644,44
244400651,44
244400677,44
244400693,44
244400701,44
200005932,45
200018323,45
200022994,45
200023562,45
200030229,45
200030559,45
200034841,45
200035764,45
244500195,45
244500203,45
244500211,45
244500278,45
244500393,45
244500401,45
244500419,45
244500427,45
244500443,45
244500450,45
244500468,45
244500476,45
244500484,45
244500518,45
244500526,45
244500534,45
244500542,45
244500559,45
244500567,45
244500583,45
200023737,46
200035327,46
200039519,46
200047348,46
244600326,46
244600334,46
244600359,46
244600367,46
244600375,46
244600383,46
244600409,46
244600417,46
244600425,46
244600433,46
244600441,46
244600458,46
244600474,46
244600482,46
244600490,46
244600508,46
244600516,46
244600524,46
244600532,46
244600540,46
244600557,46
244600573,46
244600581,46
200023307,47
200027399,47
200030674,47
200035459,47
200036523,47
200036572,47
244700209,47
244700431,47
244700449,47
244700464,47
244700472,47
244700498,47
244700506,47
244700514,47
244700522,47
244700530,47
244701355,47
244701363,47
244701371,47
244701389,47
244701397,47
244701405,47
244701421,47
244701439,47
244701447,47
244701454,47
244701462,47
244701470,47
244701488,47
244701496,47
244701512,47
200001170,48
200006765,48
200006930,48
200011286,48
200018315,48
200047710,48
244800066,48
244800322,48
244800330,48
244800348,48
244800355,48
244800363,48
244800371,48
244800389,48
244800397,48
244800405,48
244800413,48
244800421,48
244800439,48
244800447,48
244800454,48
244800470,48
244800488,48
244800496,48
244800504,48
200006880,49
200060010,49
244900015,49
244900361,49
244900577,49
244900585,49
244900593,49
244900643,49
244900668,49
244900692,49
244900700,49
244900726,49
244900734,49
244900742,49
244900759,49
244900767,49
244900775,49
244900783,49
244900791,49
244900809,49
244900833,49
244900841,49
244900858,49
244900866,49
244900882,49
244900924,49
244900940,49
244900973,49
244900981,49
244900999,49
244901013,49
200036655,50
200036721,50
200042604,50
200042695,50
200042711,50
200042729,50
200042984,50
200043354,50
200043370,50
245000237,50
245000245,50
245000252,50
245000260,50
245000278,50
245000294,50
245000302,50
245000328,50
245000336,50
245000344,50
245000351,50
245000369,50
245000377,50
245000385,50
245000393,50
245000401,50
245000427,50
245000435,50
245000443,50
245000450,50
245000468,50
245000476,50
245000484,50
245000492,50
245000500,50
245000526,50
245000534,50
245000542,50
245000559,50
245000567,50
245000575,50
245000583,50
245000591,50
245000609,50
245000617,50
245000633,50
245000641,50
245000666,50
245000674,50
245000682,50
245000690,50
245000716,50
245000724,50
245000740,50
245000765,50
245000773,50
245000781,50
245000807,50
200030823,51
200033686,51
200034718,51
200040269,51
200042620,51
200042703,51
200042794,51
200042976,51
200042992,51
200043008,51
200043388,51
200043420,51
200043438,51
200044170,51
245100011,51
245100029,51
245100037,51
245100045,51
245100052,51
245100060,51
245100508,51
245100516,51
245100524,51
245100532,51
245100540,51
245100565,51
245100581,51
245100607,51
245100615,51
245100623,51
245100631,51
245100649,51
245100656,51
245100664,51
245100672,51
245100680,51
245100698,51
245100706,51
245100714,51
245100722,51
245100730,51
245100748,51
245100755,51
245100763,51
245100789,51
245100797,51
245100805,51
245100813,51
245100821,51
245100839,51
245100847,51
245100854,51
245100862,51
245100870,51
245100888,51
245100904,51
245100912,51
245100920,51
245100938,51
245100946,51
245100953,51
245100961,51
245100979,51
245100995,51
245101001,51
245101019,51
245101027,51
245101035,51
245101043,51
245101050,51
245101068,51
245200530,51
200017267,52
200027308,52
200034684,52
200035954,52
200036358,52
200036366,52
200044253,52
245200217,52
245200290,52
245200316,52
245200324,52
245200332,52
245200357,52
245200365,52
245200373,52
245200381,52
245200399,52
245200407,52
245200415,52
245200423,52
245200449,52
245200456,52
245200464,52
245200480,52
245200506,52
245200514,52
245200522,52
245200548,52
245200555,52
245200563,52
245200597,52
245200605,52
245200613,52
200033298,53
200042182,53
200048551,53
200055887,53
245300223,53
245300298,53
245300306,53
245300314,53
245300322,53
245300330,53
245300348,53
245300355,53
245300363,53
245300371,53
245300389,53
245300397,53
245300405,53
245300421,53
245300439,53
245300447,53
245300454,53
247200090,53
200007003,54
200023323,54
200026177,54
200035772,54
200035806,54
200041515,54
200042331,54
200042349,54
200043693,54
245400163,54
245400171,54
245400189,54
245400213,54
245400262,54
245400379,54
245400437,54
245400478,54
245400510,54
245400593,54
245400601,54
245400635,54
245400676,54
245400700,54
245400718,54
245400726,54
245400734,54
245400742,54
245400759,54
245400767,54
245400775,54
245400783,54
245400791,54
245400809,54
245400817,54
245400825,54
245400833,54
245400841,54
245400858,54
245400866,54
245400890,54
245400908,54
245400916,54
245400924,54
245400932,54
245400940,54
245400957,54
245400965,54
245701404,54
248800450,54
200033025,55
200034874,55
200049187,55
245500061,55
245500327,55
245500459,55
245500806,55
245501101,55
245501168,55
245501176,55
245501184,55
245501192,55
245501218,55
245501226,55
245501234,55
245501242,55
245501259,55
245501267,55
245501309,55
245501317,55
245501325,55
245501341,55
245501366,55
245501374,55
245501390,55
245501408,55
245501432,55
245501457,55
245501465,55
245501481,55
200000537,56
200017770,56
200027027,56
200042174,56
200043123,56
245600143,56
245600150,56
245600341,56
245600366,56
245600416,56
245600424,56
245600432,56
245600440,56
245600457,56
245600465,56
245600473,56
245600515,56
245614292,56
245614342,56
245614359,56
245614367,56
245614375,56
245614383,56
245614391,56
245614409,56
245614417,56
245614425,56
245614433,56
245614441,56
245614458,56
200000164,57
200011625,57
200023026,57
200039865,57
200039907,57
200039949,57
200039956,57
245700133,57
245700216,57
245700240,57
245700372,57
245700398,57
245700497,57
245700695,57
245700802,57
245700810,57
245700869,57
245700919,57
245700935,57
245700943,57
245700950,57
245701149,57
245701164,57
245701172,57
245701180,57
245701198,57
245701206,57
245701222,57
245701230,57
245701248,57
245701271,57
245701289,57
245701297,57
245701305,57
245701321,57
245701339,57
245701347,57
245701354,57
245701362,57
245701370,57
245701388,57
245701396,57
245701412,57
245701420,57
200000388,58
200023257,58
200035566,58
200039725,58
200059517,58
245801014,58
245801063,58
245801113,58
245804372,58
245804380,58
245804406,58
245804414,58
245804422,58
245804430,58
245804448,58
245804455,58
245804463,58
245804471,58
245804489,58
245804497,58
245804505,58
245804513,58
245804521,58
245804539,58
245804547,58
245804554,58
245804562,58
245804570,58
245804588,58
245804596,58
245804612,58
245804620,58
248900805,58
200004653,59
200023539,59
200030609,59
200030633,59
200035921,59
200040947,59
200040954,59
200041960,59
200042190,59
200043263,59
200043321,59
200043396,59
200043404,59
200044022,59
200044618,59
245900170,59
245900410,59
245900428,59
245900634,59
245900642,59
245900667,59
245900675,59
245900683,59
245900691,59
245900717,59
245900725,59
245900733,59
245900741,59
245900758,59
245900782,59
245900808,59
245900816,59
245900824,59
245900840,59
245900857,59
245900881,59
245900899,59
245900907,59
245900915,59
245900923,59
245900931,59
245900949,59
245900956,59
245900964,59
245900980,59
245900998,59
245901004,59
245901020,59
245901038,59
245901061,59
245901087,59
245901103,59
245901111,59
245901145,59
245901152,59
245901160,59
245901178,59
245901194,59
245901202,59
245901210,59
245901228,59
245901236,59
245901269,59
200023695,60
200023703,60
246000111,60
246000129,60
246000376,60
246000566,60
246000582,60
246000608,60
246000699,60
246000707,60
246000749,60
246000756,60
246000764,60
246000772,60
246000830,60
246000848,60
246000855,60
246000863,60
246000871,60
246000897,60
246000913,60
246000921,60
246000939,60
246000947,60
246001010,60
246001036,60
246001143,60
246001150,60
200034676,61
200035103,61
200035111,61
200035814,61
200035988,61
200035996,61
200036002,61
200036069,61
200036168,61
200042513,61
246100317,61
246100325,61
246100333,61
246100341,61
246100358,61
246100366,61
246100374,61
246100382,61
246100390,61
246100408,61
246100432,61
246100440,61
246100465,61
246100473,61
246100481,61
246100499,61
246100507,61
246100515,61
246100531,61
246100549,61
246100564,61
246100572,61
246100580,61
246100598,61
246100606,61
246100614,61
246100622,61
246100630,61
246100648,61
246100655,61
246100663,61
246100671,61
246100689,61
246100697,61
246100705,61
246100713,61
246100739,61
246100747,61
246100762,61
246100770,61
246100788,61
247200587,61
200012003,62
200018083,62
200033579,62
200035426,62
200035434,62
200035442,62
200044030,62
200044048,62
200044055,62
246200018,62
246200117,62
246200141,62
246200299,62
246200307,62
246200364,62
246200380,62
246200406,62
246200455,62
246200471,62
246200729,62
246200737,62
246200745,62
246200760,62
246200778,62
246200786,62
246200802,62
246200844,62
246200851,62
246200869,62
246200877,62
246200885,62
246200893,62
246200919,62
246200927,62
246200935,62
246200943,62
246200950,62
246200976,62
246200984,62
246200992,62
246201016,62
246201032,62
246201057,62
246201065,62
246201073,62
246201099,62
246201115,62
246201123,62
246201131,62
246201149,62
246201156,62
246201164,62
200023331,63
200023489,63
200035020,63
200035178,63
246300594,63
246300651,63
246300669,63
246300677,63
246300685,63
246300693,63
246300701,63
246300735,63
246300776,63
246300784,63
246300800,63
246300818,63
246300834,63
246300842,63
246300883,63
246300909,63
246300917,63
246300925,63
246300933,63
246300941,63
246300958,63
246300966,63
246300974,63
246300982,63
246300990,63
246301006,63
246301014,63
246301022,63
246301030,63
246301048,63
246301055,63
246301063,63
246301071,63
246301097,63
246301105,63
246301113,63
246301121,63
246301139,63
246301154,63
246301162,63
246301170,63
246301188,63
200000990,64
200007128,64
200026342,64
200036614,64
200039204,64
200040061,64
246400014,64
246400022,64
246400030,64
246400337,64
246400410,64
246401459,64
246401517,64
246401525,64
246401533,64
246401541,64
246401574,64
246401582,64
246401590,64
246401616,64
246401624,64
246401632,64
246401640,64
246401657,64
246401665,64
246401673,64
246401681,64
246401699,64
246401707,64
246401715,64
246401723,64
246401756,64
246401764,64
246401798,64
246401814,64
246401822,64
246401855,64
246401863,64
246500375,64
200005130,65
200007425,65
200007433,65
200011799,65
200018067,65
200018497,65
200036382,65
200036457,65
200039196,65
200041200,65
200041218,65
200041226,65
200041267,65
246500052,65
246500201,65
246500359,65
246500417,65
246500433,65
246500466,65
246500474,65
246500482,65
246500490,65
246500508,65
246500516,65
246500540,65
246500565,65
246500573,65
246500581,65
246500599,65
246500607,65
246500631,65
246500656,65
246500664,65
246500672,65
246500706,65
246500714,65
246500763,65
246500771,65
246500789,65
246500797,65
246500805,65
246500821,65
246500839,65
256500612,65
200007045,66
200017275,66
200027183,66
200043602,66
200049211,66
246600282,66
246600324,66
246600373,66
246600381,66
246600399,66
246600407,66
246600415,66
246600423,66
246600431,66
246600449,66
246600456,66
246600464,66
246600522,66
246600548,66
200012227,67
200013050,67
200030526,67
200030583,67
200034270,67
200034288,67
200034635,67
200040178,67
200041283,67
200041325,67
246700306,67
246700488,67
246700587,67
246700694,67
246700702,67
246700710,67
246700736,67
246700744,67
246700751,67
246700769,67
246700777,67
246700793,67
246700819,67
246700827,67
246700835,67
246700843,67
246700884,67
246700892,67
246700918,67
246700926,67
246700942,67
246700959,67
246700967,67
246700975,67
246700983,67
246701015,67
246701031,67
246701049,67
246701056,67
246701064,67
246701072,67
246701080,67
246701098,67
246701114,67
246701130,67
246701163,67
246701189,67
246701197,67
246701205,67
246701213,67
