siren,dep
246701221,67
246701239,67
246701247,67
200023281,68
200036465,68
246800015,68
246800098,68
246800189,68
246800197,68
246800205,68
246800247,68
246800361,68
246800395,68
246800411,68
246800429,68
246800437,68
246800445,68
246800452,68
246800460,68
246800486,68
246800494,68
246800544,68
246800551,68
246800569,68
246800577,68
246800585,68
246800593,68
246800601,68
246800619,68
246800635,68
246800643,68
246800650,68
246800676,68
246800684,68
246800700,68
246800726,68
200040541,69
200040566,69
200040574,69
200046977,69
246900229,69
246900245,69
246900575,69
246900583,69
246900591,69
246900609,69
246900617,69
246900625,69
246900633,69
246900641,69
246900658,69
246900674,69
246900682,69
246900690,69
246900708,69
246900724,69
246900732,69
246900740,69
246900757,69
246900765,69
246900773,69
246900781,69
246900807,69
200036150,70
200036549,70
200041721,70
200041853,70
200041861,70
200041879,70
247000011,70
247000029,70
247000227,70
247000318,70
247000367,70
247000417,70
247000466,70
247000516,70
247000623,70
247000649,70
247000656,70
247000664,70
247000680,70
247000698,70
247000706,70
247000722,70
247000730,70
247000748,70
247000755,70
247000763,70
247000771,70
247000789,70
247000797,70
247000805,70
247000813,70
247000821,70
247000839,70
247000847,70
247000854,70
200012144,71
200023406,71
200030518,71
200040038,71
200040053,71
200040285,71
200040293,71
200040319,71
200040327,71
200042380,71
200042406,71
200042414,71
247100290,71
247100480,71
247100498,71
247100506,71
247100571,71
247100589,71
247100605,71
247100639,71
247100647,71
247100654,71
247100662,71
247100670,71
247100688,71
247100696,71
247100720,71
247100746,71
247100761,71
247100860,71
247103765,71
247103815,71
247103864,71
247103914,71
247103922,71
247103948,71
247103971,71
247103989,71
247104003,71
247104011,71
247104029,71
247104052,71
247104060,71
247104086,71
247104094,71
247104102,71
247104136,71
247104144,71
247104151,71
247104169,71
247104177,71
200040475,72
247200132,72
247200157,72
247200348,72
247200397,72
247200405,72
247200413,72
247200421,72
247200447,72
247200462,72
247200470,72
247200496,72
247200504,72
247200512,72
247200520,72
247200538,72
247200546,72
247200553,72
247200561,72
247200579,72
247200595,72
247200603,72
247200629,72
247200637,72
247200645,72
247200652,72
247200678,72
247200686,72
247200694,72
247200702,72
247200728,72
247200736,72
200000842,73
200023299,73
200024487,73
200040798,73
200041010,73
247300015,73
247300049,73
247300098,73
247300148,73
247300254,73
247300262,73
247300338,73
247300346,73
247300353,73
247300361,73
247300452,73
247300528,73
247300569,73
247300593,73
247300601,73
247300668,73
247300676,73
247300718,73
247300759,73
247300767,73
247300775,73
247300783,73
247300791,73
247300817,73
247300825,73
200000172,74
200011773,74
200023372,74
200033116,74
200034098,74
200034882,74
200036325,74
247400047,74
247400070,74
247400112,74
247400427,74
247400567,74
247400575,74
247400583,74
247400617,74
247400658,74
247400666,74
247400682,74
247400690,74
247400724,74
247400732,74
247400740,74
247400773,74
247400781,74
247400831,74
247400849,74
247400856,74
247400864,74
200054781,75
200010700,76
200023414,76
247600042,76
247600216,76
247600331,76
247600380,76
247600398,76
247600448,76
247600455,76
247600463,76
247600471,76
247600497,76
247600505,76
247600513,76
247600521,76
247600539,76
247600562,76
247600570,76
247600588,76
247600596,76
247600604,76
247600620,76
247600638,76
247600646,76
247600653,76
247600661,76
247600679,76
247600687,76
247600703,76
247600711,76
247600729,76
247600737,76
247600745,76
247600760,76
247600778,76
247600786,76
247600794,76
247600802,76
247600810,76
200022523,77
200023125,77
200023240,77
200023919,77
200027225,77
200027274,77
200030104,77
200030500,77
200033090,77
200035590,77
200035749,77
200037133,77
200040251,77
200055655,77
200057958,77
200059228,77
247700024,77
247700032,77
247700040,77
247700057,77
247700065,77
247700073,77
247700081,77
247700099,77
247700107,77
247700115,77
247700123,77
247700305,77
247700339,77
247700362,77
247700370,77
247700404,77
247700438,77
247700446,77
247700453,77
247700479,77
247700487,77
247700495,77
247700529,77
247700537,77
247700545,77
247700578,77
247700586,77
247700594,77
247700602,77
247700610,77
247700628,77
247700644,77
247700651,77
247700669,77
247700677,77
247700685,77
247700693,77
247700701,77
247700719,77
200000321,78
200000339,78
200000487,78
200023356,78
200033173,78
200033199,78
200033215,78
200034130,78
200040046,78
200040673,78
200044550,78
200044733,78
200058519,78
200058782,78
200059889,78
247800014,78
247800451,78
247800527,78
247800584,78
247800592,78
247800600,78
247800618,78
247800626,78
247800634,78
247800642,78
247800659,78
249500109,78
200022812,79
200040244,79
200041317,79
200041333,79
200041416,79
200041994,79
200042323,79
247900400,79
247900418,79
247900426,79
247900442,79
247900475,79
247900483,79
247900509,79
247900517,79
247900558,79
247900590,79
247900608,79
247900616,79
247900624,79
247900657,79
247900665,79
247900673,79
247900681,79
247900707,79
247900715,79
247900731,79
247900749,79
247900756,79
247900772,79
247900798,79
247900806,79
247900830,79
200011997,80
200030716,80
200037059,80
248000341,80
248000358,80
248000416,80
248000432,80
248000457,80
248000465,80
248000473,80
248000481,80
248000499,80
248000507,80
248000523,80
248000531,80
248000549,80
248000556,80
248000572,80
248000580,80
248000614,80
248000622,80
248000630,80
248000648,80
248000663,80
248000689,80
248000697,80
248000705,80
248000721,80
248000739,80
248000747,80
248000762,80
200034031,81
200034049,81
200034056,81
200034064,81
200040905,81
200041291,81
248100042,81
248100075,81
248100158,81
248100380,81
248100406,81
248100414,81
248100422,81
248100430,81
248100448,81
248100455,81
248100463,81
248100471,81
248100489,81
248100497,81
248100562,81
248100638,81
248100646,81
248100653,81
248100661,81
248100679,81
248100695,81
248100703,81
248100711,81
248100737,81
248100745,81
248200107,81
200006427,82
200006435,82
200040418,82
248200016,82
248200040,82
248200057,82
248200065,82
248200099,82
248200107,82
248200115,82
248200131,82
248200149,82
248200164,82
248200172,82
248200180,82
248200198,82
248200206,82
000000009,83
000000010,83
200004802,83
200022853,83
200027100,83
200035319,83
200036077,83
200040202,83
200040210,83
248300097,83
248300394,83
248300410,83
248300493,83
248300501,83
248300519,83
248300527,83
248300535,83
248300543,83
248300550,83
248300584,83
248300600,83
200000628,84
200040442,84
248400053,84
248400145,84
248400160,84
248400178,84
248400186,84
248400194,84
248400202,84
248400228,84
248400236,84
248400244,84
248400285,84
248400293,84
248400301,84
248400319,84
248400327,84
248400335,84
200023778,85
248500035,85
248500092,85
248500191,85
248500233,85
248500258,85
248500340,85
248500415,85
248500456,85
248500464,85
248500472,85
248500480,85
248500506,85
248500514,85
248500530,85
248500548,85
248500555,85
248500563,85
248500571,85
248500589,85
248500597,85
248500605,85
248500621,85
248500639,85
248500647,85
248500662,85
248500670,85
248500688,85
248500704,85
248500712,85
248500720,85
200034924,86
200043610,86
200043628,86
200043636,86
248600116,86
248600157,86
248600371,86
248600389,86
248600397,86
248600405,86
248600413,86
248600421,86
248600439,86
248600447,86
248600454,86
248600504,86
248600512,86
248600520,86
248600538,86
248600546,86
248600553,86
248600561,86
248600579,86
248600587,86
248600595,86
248600603,86
200040194,87
200040814,87
200059400,87
248700130,87
248700148,87
248700155,87
248700163,87
248700197,87
248700205,87
248710600,87
248714602,87
248719213,87
248719239,87
248719254,87
248719262,87
248719288,87
248719296,87
248719304,87
248719312,87
248719320,87
248719338,87
248719346,87
248719353,87
248719361,87
248719379,87
200000420,88
200005957,88
200006237,88
200006245,88
200006393,88
200033868,88
200034361,88
200042000,88
200042109,88
200042117,88
200042125,88
200042133,88
200042141,88
248800013,88
248800336,88
248800351,88
248800369,88
248800377,88
248800393,88
248800401,88
248800419,88
248800435,88
248800443,88
248800468,88
248800476,88
248800492,88
248800500,88
248800518,88
248800526,88
248800534,88
248800542,88
248800559,88
248800575,88
248800583,88
248800591,88
248800609,88
248800617,88
248800625,88
248800633,88
248800641,88
248800658,88
248800666,88
248800674,88
248800682,88
248800690,88
248800708,88
248800716,88
248800724,88
248800732,88
248800740,88
200018299,89
200034353,89
200039576,89
200039626,89
200039634,89
200039642,89
200039709,89
200039733,89
200039758,89
248900334,89
248900383,89
248900490,89
248900516,89
248900524,89
248900532,89
248900565,89
248900573,89
248900664,89
248900722,89
248900730,89
248900748,89
248900755,89
248900771,89
248900789,89
248900797,89
248900813,89
248900847,89
248900854,89
248900862,89
248900870,89
248900888,89
248900896,89
248900904,89
248900912,89
248900920,89
248900938,89
248900953,89
200040087,90
249000019,90
249000118,90
249000217,90
249000233,90
249000241,90
249000258,90
200006922,91
200017846,91
200033371,91
200056232,91
200057859,91
200058477,91
249100074,91
249100157,91
249100348,91
249100355,91
249100405,91
249100470,91
249100496,91
249100504,91
249100512,91
249100520,91
249100538,91
249100546,91
249100553,91
249100561,91
249100579,91
249100587,91
249100595,91
249200015,91
249400102,91
200018059,92
200023356,92
200026979,92
249200023,92
249200031,92
249200049,92
249200056,92
249200072,92
200006385,93
200023430,93
200023448,93
249300070,93
249300088,93
200033413,94
249400060,94
249400078,94
249400086,94
249400094,94
249400110,94
200000776,95
200035970,95
200036093,95
200056380,95
200058485,95
249500109,95
249500323,95
249500372,95
249500380,95
249500398,95
249500406,95
249500414,95
249500422,95
249500430,95
249500448,95
249500455,95
249500471,95
249500489,95
249500497,95
249500505,95
249500513,95
249500521,95
200000004,101
200018653,101
200041507,101
200044691,101
249710047,101
249710054,101
249710062,101
249710070,101
200041788,102
249720046,102
249720053,102
249720061,102
200027548,103
249730037,103
249730045,103
249730052,103
249740077,104
249740085,104
249740093,104
249740101,104
249740119,104
200050532,106
200059871,106
200060457,106
200060465,106
200060473,106
